chr9	101570054	101570554	2346
chr3	7876768	7877268	2163
chr5	75059806	75060306	1866
chr8	19497038	19497538	3781
chr9	4596520	4597020	2558
chr5	109921704	109922204	3153
chr2	172496079	172496579	2503
chr17	82126685	82127185	4249
chr5	134086941	134087441	2229
chr2	95074550	95075050	2601
chr5	142104481	142104981	2064
chr6	42045668	42046168	3466
chr17	66331015	66331515	2162
chr4	108036213	108036713	1808
chr11	123681015	123681515	1750
chr12	55929288	55929788	3129
chr2	203740934	203741434	2261
chr7	158812646	158813146	2023
chr17	75036609	75037109	3050
chr2	95076617	95077117	2391
chr14	68967987	68968487	2007
chr2	109031704	109032204	3437
chr13	73984913	73985413	1915
chr18	70672584	70673084	1820
chr5	77155390	77155890	1470
chr7	134865168	134865668	1434
chr3	71372877	71373377	1818
chr6	111087143	111087643	2226
chr22	24038127	24038627	1058
chr13	40187201	40187701	3308
chr14	95463254	95463754	1699
chr10	62183370	62183870	3038
chr2	113876720	113877220	2571
chr1	181396013	181396513	1954
chr17	76752924	76753424	1633
chr3	58082041	58082541	1110
chr11	129853805	129854305	2110
chr14	106228438	106228938	1322
chr21	31558952	31559452	2928
chr3	32371377	32371877	1776
chr8	99862493	99862993	1190
chr13	40485538	40486038	2945
chr14	99262416	99262916	2992
chr2	2646569	2647069	1242
chr17	40602749	40603249	2299
chr19	14506893	14507393	1872
chr1	25774833	25775333	3265
chr17	19772061	19772561	1740
chr5	56058790	56059290	1592
chr17	56602541	56603041	1172
chr19	49555825	49556325	1678
chr11	13868920	13869420	2421
chr16	17364272	17364772	1673
chr6	156396272	156396772	1382
chr9	31259854	31260354	1615
chr14	91869868	91870368	1884
chr6	90266795	90267295	1308
chr20	44070264	44070764	1970
chr2	96962874	96963374	2243
chr13	20475791	20476291	2523
chr4	152100537	152101037	3258
chr10	88064974	88065474	2057
chr9	33415385	33415885	2933
chr2	204967528	204968028	1842
chr11	60986077	60986577	3908
chr12	68175728	68176228	1968
chr3	112072332	112072832	1984
chr2	112188005	112188505	1307
chr10	123241253	123241753	1747
chr8	20493265	20493765	2543
chr17	64348037	64348537	2161
chr11	88843719	88844219	1677
chr4	37780718	37781218	1332
chr2	191193898	191194398	1372
chr2	30257621	30258121	1390
chr11	61042156	61042656	2955
chr15	88904583	88905083	3579
chr3	187027417	187027917	2401
chr5	80152700	80153200	1328
chr12	12482037	12482537	1971
chr4	82213425	82213925	1125
chr14	98189432	98189932	2466
chr15	100596783	100597283	2486
chr3	189324678	189325178	2185
chr19	40803814	40804314	2165
chr10	97781803	97782303	1170
chr11	46331120	46331620	1641
chr6	11728253	11728753	1096
chr10	47312033	47312533	1007
chr1	85200849	85201349	2886
chr9	20314882	20315382	1529
chr16	57433947	57434447	1135
chr1	59814432	59814932	3459
chr17	78252225	78252725	2788
chr1	19074393	19074893	2253
chr11	6413612	6414112	1545
chr15	38685919	38686419	1641
chr12	52610268	52610768	1768
