chr16	75620300	75620800	2044
chr7	38232922	38233422	6395
chr5	138565258	138565758	3691
chr10	72370147	72370647	5042
chr15	38576777	38577277	2167
chr2	86825961	86826461	3781
chr21	45228019	45228519	3396
chr8	29061313	29061813	2721
chr9	131628024	131628524	4172
chr22	39090712	39091212	5299
chr9	5841741	5842241	2930
chr17	47829783	47830283	5440
chr1	53600394	53600894	2837
chr19	39297916	39298416	3570
chr10	84177568	84178068	3911
chr2	7725408	7725908	3943
chr1	53413201	53413701	3197
chr19	13044096	13044596	3524
chr20	49668529	49669029	4335
chr12	122227353	122227853	3596
chr2	86786047	86786547	4536
chr2	29011404	29011904	4285
chr22	44667865	44668365	4897
chr20	24960757	24961257	3222
chr6	127971981	127972481	3771
chr7	55308917	55309417	3976
chr22	44493119	44493619	2666
chr17	78816994	78817494	3885
chr19	10797446	10797946	4282
chr2	191206732	191207232	3789
chr11	122843363	122843863	3442
chr17	40541528	40542028	2526
chr19	543733	544233	4857
chr18	3458383	3458883	1719
chr19	51372571	51373071	5004
chr6	37502759	37503259	4512
chr10	70610451	70610951	3468
chr14	92531406	92531906	4330
chr5	76732888	76733388	4842
chr1	156816605	156817105	6377
chr3	149009686	149010186	4060
chr15	39623534	39624034	4480
chr4	8409394	8409894	5449
chr18	80175366	80175866	3589
chr3	66303494	66303994	2953
chr5	148844546	148845046	2458
chr6	105453291	105453791	3709
chr4	4269394	4269894	3956
chr1	91948416	91948916	2512
chr16	81616286	81616786	3647
chr14	97602730	97603230	3468
chr16	81522372	81522872	2161
chrX	1462825	1463325	5649
chr6	150310979	150311479	2523
chr16	28309852	28310352	6248
chr5	139389681	139390181	3775
chr6	107618635	107619135	1758
chr12	121671814	121672314	5510
chr15	86611564	86612064	1645
chr12	121557637	121558137	3757
chr3	45950596	45951096	2477
chr13	76991244	76991744	6119
chr17	40480345	40480845	5548
chr11	48011849	48012349	3968
chr2	9703137	9703637	6893
chr14	24673540	24674040	2494
chr5	1518662	1519162	3065
chr17	2792786	2793286	2984
chr6	111759650	111760150	3613
chr14	61388535	61389035	2791
chr22	21763236	21763736	3043
chr14	22561753	22562253	5177
chr11	117828532	117829032	2045
chr12	6774638	6775138	2408
chr1	24911009	24911509	6580
chr5	35816785	35817285	1694
chr6	42417529	42418029	2415
chr1	206737027	206737527	3293
chr15	61857437	61857937	1866
chr17	67247016	67247516	4110
chr22	44685375	44685875	2702
chr1	168362926	168363426	4282
chr16	71856254	71856754	1625
chr1	184890353	184890853	2670
chr17	39676188	39676688	2802
chr20	35252053	35252553	3939
chr2	86785394	86785894	1949
chr6	45586577	45587077	3278
chr4	1201893	1202393	5434
