chr2	231672421	231672921	1277
chr9	37409049	37409549	1518
chr2	47724181	47724681	1218
chr22	41936046	41936546	1262
chr20	47416489	47416989	1006
chr13	110675966	110676466	1094
chr15	90190957	90191457	1000
chr6	88141553	88142053	850
chr2	68789515	68790015	934
chr20	43682016	43682516	1022
chr10	48671464	48671964	1092
chr10	71836164	71836664	1015
chr16	88069374	88069874	1003
chr1	206050662	206051162	1071
chr10	62000165	62000665	773
chr3	194104236	194104736	909
chr6	150622896	150623396	1223
chr9	81655800	81656300	1010
chr15	69979706	69980206	939
chr2	231671629	231672129	920
chr16	88045822	88046322	1095
chr8	11545629	11546129	911
chr7	150435634	150436134	809
chr8	47198425	47198925	914
chr7	47670638	47671138	948
chr22	22167746	22168246	913
chr8	11491842	11492342	1148
chr5	163914893	163915393	986
chr20	44586219	44586719	919
chr1	207822555	207823055	990
chr19	2681511	2682011	858
chr11	60455414	60455914	1125
chr5	56588903	56589403	1303
chr6	106702319	106702819	799
chr19	41876882	41877382	1005
chr9	136225725	136226225	983
chr3	5011546	5012046	1078
chr2	104976505	104977005	776
chr3	13110557	13111057	947
chr1	157806671	157807171	971
chr16	21359969	21360469	955
chr18	9673264	9673764	1162
chr12	14157083	14157583	831
chr12	101743662	101744162	830
chr9	127983801	127984301	973
chr7	1024202	1024702	875
chr8	38957429	38957929	1050
chr22	23752297	23752797	840
chr17	79340750	79341250	747
chr12	92172622	92173122	830
chr19	38617840	38618340	1288
chr2	136206596	136207096	775
chr16	87810358	87810858	788
chr7	102441524	102442024	856
chr12	26156550	26157050	648
chr7	18566754	18567254	754
chr10	124601394	124601894	867
chr2	45728465	45728965	784
chr10	48667913	48668413	852
chr12	121536098	121536598	914
chr15	31230741	31231241	799
chr3	52225489	52225989	936
chr6	52497609	52498109	789
chr11	128610907	128611407	1050
chr22	17594548	17595048	584
chr16	88968032	88968532	939
chr11	111417090	111417590	737
chr14	64235511	64236011	807
chr8	52294143	52294643	724
chr6	167113819	167114319	804
chr3	106255773	106256273	767
chr16	28924006	28924506	784
chr21	43352591	43353091	1035
chr7	55534309	55534809	1119
chr18	45103535	45104035	639
chr9	35719113	35719613	709
chr15	67784366	67784866	795
chr1	178605934	178606434	839
chr19	49340137	49340637	735
chr19	2680708	2681208	627
chr22	22935590	22936090	848
chr3	114005307	114005807	855
chr4	2696418	2696918	685
chr10	48672193	48672693	561
chr4	3485044	3485544	895
chr19	2664094	2664594	689
chr8	28338379	28338879	712
chr3	31952186	31952686	713
chr11	111379158	111379658	1012
chr12	92466478	92466978	669
chr11	44609347	44609847	832
chr15	90191668	90192168	841
chr1	226127505	226128005	606
chr6	90375678	90376178	912
chr20	32040191	32040691	901
chr6	150600345	150600845	873
chr19	45052148	45052648	702
chr19	42129541	42130041	965
chr8	24387569	24388069	833
chr11	73152804	73153304	758
chr12	113075167	113075667	832
chr3	105854004	105854504	701
chr17	77869585	77870085	999
chr12	92445227	92445727	756
chr18	76965695	76966195	605
chr11	117189509	117190009	775
chr7	106057817	106058317	631
chr15	88656720	88657220	793
chr3	40623547	40624047	913
chr16	53061547	53062047	684
chr17	28737915	28738415	655
chr11	113839775	113840275	559
chr11	95715866	95716366	841
chr8	8744494	8744994	475
chr1	37288831	37289331	621
chr8	8752981	8753481	763
chr12	123426938	123427438	837
chr2	151771475	151771975	698
chr1	160789658	160790158	808
chr1	48793783	48794283	654
chr3	122576124	122576624	847
chr4	3484426	3484926	682
chr16	81808976	81809476	851
chr12	107736852	107737352	824
chr4	101806855	101807355	572
chr13	99542763	99543263	1052
chr15	52466072	52466572	990
chr6	33593030	33593530	696
chr13	40445460	40445960	759
chr22	33568079	33568579	553
chr20	5798018	5798518	636
chr15	70014836	70015336	510
chr21	33383476	33383976	698
chr17	82871094	82871594	677
chr5	173821158	173821658	670
chr3	72163791	72164291	695
chr19	38033684	38034184	672
chr1	162530283	162530783	619
chr20	57401033	57401533	829
chr22	33299523	33300023	587
chr9	127166810	127167310	632
chr7	102306888	102307388	916
chr8	128191093	128191593	761
chr10	12264369	12264869	1129
chr16	85756291	85756791	734
chr5	122701830	122702330	597
chr5	163915552	163916052	841
chr1	38474719	38475219	596
chr5	120457934	120458434	703
chr3	4065030	4065530	572
chr7	131124212	131124712	614
chr2	25210107	25210607	652
chr16	88978633	88979133	558
chr19	8195111	8195611	783
chr5	124748220	124748720	616
chr5	157283349	157283849	708
chr13	99374611	99375111	557
chr6	106666548	106667048	538
chr19	16259791	16260291	824
chr10	62080140	62080640	651
chr7	1086450	1086950	576
chr22	22110870	22111370	852
chr3	187021587	187022087	525
chr19	35330410	35330910	674
chr11	47899684	47900184	760
chr4	153467039	153467539	1092
chr6	113858793	113859293	1084
chr2	100247461	100247961	715
chr19	2710379	2710879	787
chr22	22380423	22380923	547
chr16	29339152	29339652	764
chrX	1502207	1502707	686
chr8	51452411	51452911	500
chr6	137102927	137103427	723
chr1	13702752	13703252	788
chr3	13087870	13088370	572
chr3	58349752	58350252	632
chr5	172850039	172850539	571
chr8	12765223	12765723	758
chr6	15901639	15902139	609
chr17	76481801	76482301	761
chr9	37374845	37375345	560
chr17	30550952	30551452	558
chr14	102901579	102902079	655
chr3	194307026	194307526	687
chr15	74385019	74385519	789
chr1	30754585	30755085	725
chr18	32760327	32760827	563
chr8	28339386	28339886	532
chr22	33271285	33271785	567
chr10	7471971	7472471	622
chr10	12243773	12244273	645
chr21	42524646	42525146	654
chr2	223835923	223836423	714
chr12	106249672	106250172	476
chr11	10488861	10489361	589
chr17	60398140	60398640	770
chr4	85557188	85557688	518
chr3	5181698	5182198	553
chr3	108125597	108126097	1176
chr11	45929953	45930453	1090
chr9	137738192	137738692	552
chr2	85392392	85392892	544
chr3	186255644	186256144	635
chr2	233124641	233125141	646
chr16	57413344	57413844	629
chr6	110205888	110206388	594
chr14	53613508	53614008	519
chr22	22161802	22162302	574
chr17	1592836	1593336	581
chr15	50444564	50445064	607
chr1	207414485	207414985	380
chr7	20219869	20220369	905
chr5	139638290	139638790	725
chr16	38784	39284	670
chr9	90774585	90775085	577
chr9	37027521	37028021	1175
chr16	8891498	8891998	784
chr2	60353748	60354248	632
chr3	113659102	113659602	569
chr8	24367234	24367734	585
chr6	107657662	107658162	848
chr5	157596441	157596941	759
chr19	5130249	5130749	713
chr10	96273274	96273774	499
chr7	108503317	108503817	538
chr5	59562707	59563207	739
chr13	23384096	23384596	537
chr11	44600970	44601470	547
chr3	169932034	169932534	655
chr2	227164025	227164525	527
chr2	31219500	31220000	671
chr2	100110564	100111064	500
chr6	116409737	116410237	509
chr15	57299720	57300220	590
chr19	46719163	46719663	454
chr5	139636083	139636583	1124
chr11	67459827	67460327	667
chr1	12040606	12041106	420
chr6	167112952	167113452	578
chr13	40127367	40127867	673
chr14	89383957	89384457	661
chr3	13332168	13332668	630
chr1	110011642	110012142	882
chr15	66866095	66866595	824
chr15	43776103	43776603	674
chr12	76511065	76511565	733
chr7	26398881	26399381	778
chr13	110676504	110677004	555
chr7	20217245	20217745	738
chr19	18169549	18170049	749
chr9	33297358	33297858	722
chr19	50415624	50416124	815
chr14	95327790	95328290	504
chr16	10891615	10892115	600
chr10	110841780	110842280	456
chr5	151196617	151197117	570
chr9	99235861	99236361	519
chr7	90708715	90709215	464
chr1	158179610	158180110	584
chr11	14237576	14238076	817
chr5	1484919	1485419	551
chr2	231613764	231614264	708
chr1	198598717	198599217	642
chr9	36993888	36994388	485
chr17	3961450	3961950	611
chr17	63932159	63932659	705
chr3	114451082	114451582	422
chr6	487909	488409	581
chr14	106539647	106540147	602
chr4	25875170	25875670	435
chr5	154238904	154239404	473
chr9	68640391	68640891	728
chr6	106974540	106975040	462
chr5	10632214	10632714	626
chr14	104657008	104657508	772
chr11	9663829	9664329	771
chr1	23728446	23728946	599
chr2	164761159	164761659	575
chr2	24785611	24786111	737
chr3	187065193	187065693	600
chr9	27377784	27378284	552
chr3	58116217	58116717	1014
chr15	59399338	59399838	601
chr5	158953878	158954378	575
chr1	167617464	167617964	931
chr11	61357055	61357555	640
chr14	59356739	59357239	488
chr17	79340182	79340682	492
chr7	47725277	47725777	623
chr9	124217245	124217745	600
chr11	3894114	3894614	900
chr2	118056130	118056630	596
chr1	157726769	157727269	476
chr3	187015935	187016435	546
chr3	15050317	15050817	576
chr20	37804577	37805077	564
chr5	119275705	119276205	597
chr11	113977633	113978133	496
chr1	110384983	110385483	518
chr1	185603172	185603672	613
chr19	6528004	6528504	534
chr3	195157092	195157592	494
chr2	10745461	10745961	586
chr18	79466604	79467104	488
chr15	81292450	81292950	536
chr6	33027710	33028210	754
chr2	12032344	12032844	449
chr22	22422687	22423187	746
chr3	194691927	194692427	393
chr5	156402574	156403074	673
chr5	157502020	157502520	602
chr3	196643148	196643648	862
chr17	57551354	57551854	556
chr6	148759653	148760153	578
chr14	70780615	70781115	483
chr1	153598813	153599313	732
chr22	45263303	45263803	581
chr14	73770582	73771082	640
chr1	110384404	110384904	508
chr17	3914228	3914728	669
chr9	37370960	37371460	481
chr7	2511074	2511574	1128
chr14	63746002	63746502	483
chr6	159116290	159116790	564
chr19	38046230	38046730	346
chr20	62337375	62337875	579
chr2	100395117	100395617	500
chr9	92729145	92729645	535
chr2	31980628	31981128	542
chr7	74101009	74101509	522
chr4	140807807	140808307	624
chr9	105662079	105662579	449
chr11	111417714	111418214	405
chr19	42365110	42365610	550
chr19	7337382	7337882	750
chr5	158775209	158775709	478
chr1	24748335	24748835	430
chr16	1713844	1714344	642
chr19	55678047	55678547	875
chr13	99376045	99376545	638
chr4	101813544	101814044	612
chr3	101791822	101792322	511
chr20	48788596	48789096	530
chr4	174928111	174928611	438
chr5	66554117	66554617	590
