Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UBR.18_R1.mLb.clN.bam.raw	DME.4_R1.mLb.clN.bam.raw	UBR.18_R1.mLb.clN.bam.pseudo	DME.4_R1.mLb.clN.bam.pseudo
Interval_264	chr1	16281	16538	+	258	6.01471133808945	-0.658584078350283	2.49840079645122	-0.263602252803373	0.792086422425463	1	4	3	2.94121217301322	4.64283392889094
Interval_265	chr1	87748	88015	+	268	6.75897197120615	5.06938369695885	2.99762825885909	1.69113154106983	0.0908116823574682	1	13	0	9.55893956229296	0
Interval_266	chr1	190920	191172	+	253	6.44631718401329	-1.07362139507885	2.44457375693272	-0.439185519370851	0.660527116664634	1	3	3	2.20590912975991	4.64283392889094
Interval_267	chr1	191242	191959	+	718	21.554225817981	-0.35742101228938	1.24993910716763	-0.285950739711872	0.774915850814706	1	23	14	16.911969994826	21.6665583348244
Interval_268	chr1	268234	268543	+	310	5.94940560296382	-2.24352250707538	2.42232290610111	-0.926186389694212	0.354349124383738	1	4	9	2.94121217301322	13.9285017866728
Interval_269	chr1	629087	629337	+	251	586.288826159161	8.76539587929043	3.97497461811137	2.20514511950648	0.0274439128148913	1	1832	2	1347.07517524005	3.09522261926063
Interval_270	chr1	633864	634160	+	297	1959.76251860907	-0.488012558714441	0.263980325135197	-1.84867019337334	0.0645054501841795	1	2197	1464	1615.46078602751	2265.70295729878
Interval_271	chr1	778396	779083	+	688	43.385279124492	0.676390706877952	0.843198203274947	0.802172851235781	0.422452978398098	1	74	22	54.4124252007446	34.0474488118669
Interval_272	chr1	827101	827799	+	699	31.9076289622645	-0.421552743803591	0.996440549251107	-0.42305860005438	0.672252506860725	1	33	21	24.2650004273591	32.4998375022366
Interval_273	chr1	1013377	1013579	+	203	13.2252380144585	0.57844695708944	1.60507106880324	0.360387130721096	0.718557649179444	1	22	7	16.1766669515727	10.8332791674122
Interval_274	chr1	1115904	1116465	+	562	58.7138356089644	0.167377134062197	0.718855522196639	0.23283835053633	0.815886931800034	1	78	33	57.3536373737578	51.0711732178004
Interval_275	chr1	1231945	1232174	+	230	30.5143269034581	0.48579757096626	1.00934744147405	0.4812986599112	0.630304249361987	1	56	19	41.1769704221851	29.404614882976
Interval_276	chr1	1324457	1324751	+	295	12.3107244475488	0.0638785476105524	1.61555278429241	0.0395397465385388	0.968460065124204	1	22	10	16.1766669515727	15.4761130963031
Interval_277	chr1	1375259	1375593	+	335	31.4093092620118	0.311033815149154	1.03396954577159	0.30081525749102	0.763555373183919	1	47	18	34.5592430329053	27.8570035733457
Interval_278	chr1	1399333	1399663	+	331	44.7553262312111	-0.00754101022779099	0.815821870161201	-0.00924345191469424	0.992624897452076	1	67	32	49.2653038979714	49.5235619081701
Interval_279	chr1	1471602	1471792	+	191	13.8942790054309	0.119015702525248	1.57366065923728	0.0756298391439311	0.939713596239557	1	16	7	11.7648486920529	10.8332791674122
Interval_280	chr1	1511747	1512209	+	463	20.6929904466195	0.248297998260457	1.27972159540273	0.194025012278016	0.846156297077883	1	25	10	18.3825760813326	15.4761130963031
Interval_281	chr1	1574797	1575222	+	426	12.407508177297	-0.488660089702994	1.63498562130158	-0.298877301021144	0.765033667096696	1	18	12	13.2354547785595	18.5713357155638
Interval_282	chr1	1615242	1615839	+	598	42.1835578121227	-0.6676367125489	0.838234177025506	-0.796479946592042	0.425753126721185	1	53	40	38.9710612924252	61.9044523852126
Interval_283	chr1	1658950	1659372	+	423	22.8544335536107	0.0418491776115457	1.17343409997597	0.0356638499020972	0.971550395802375	1	39	18	28.6768186868789	27.8570035733457
Interval_284	chr1	1692481	1693416	+	936	54.4284913371	-0.126097768700354	0.734395870500729	-0.171702720243208	0.863671247132946	1	81	42	59.5595465035177	64.9996750044732
Interval_285	chr1	1724256	1724780	+	525	28.3113394766977	0.948737756260898	1.05422990384454	0.899934400267968	0.368155161966242	1	65	16	47.7946978114648	24.761780954085
Interval_286	chr1	1745744	1746754	+	1011	45.8730388478513	0.941319316430815	0.82137898238886	1.14602313501269	0.251785579653977	1	97	24	71.3243951955706	37.1426714311276
Interval_287	chr1	1780254	1780622	+	369	16.3248805135334	0.0783741571895389	1.45747078412048	0.0537740845603533	0.957115157161455	1	20	9	14.7060608650661	13.9285017866728
Interval_288	chr1	1919287	1919745	+	459	51.8972211969582	0.280005924534995	0.771228640575581	0.363064738267529	0.71655652472231	1	69	27	50.735909984478	41.7855053600185
Interval_289	chr1	2133087	2133682	+	596	44.7961241286874	0.134477849914307	0.83275149002083	0.16148617147589	0.871710501978832	1	67	29	49.2653038979714	44.8807279792791
Interval_290	chr1	2151222	2151463	+	242	6.99221533341727	0.511332061013965	2.25999779763571	0.226253344825775	0.821004382936068	1	9	3	6.61772738927974	4.64283392889094
Interval_291	chr1	2189487	2189842	+	356	23.0340951594843	0.174299446167966	1.28486947872668	0.135655371268293	0.892093730051694	1	38	16	27.9415156436256	24.761780954085
Interval_292	chr1	2194838	2195398	+	561	28.7964281106158	-0.247658289622503	1.04194176776804	-0.237689185023282	0.812122172417154	1	39	22	28.6768186868789	34.0474488118669
Interval_293	chr1	2227736	2227926	+	191	24.3588370453452	-0.0736293634199906	1.16377525747854	-0.0632676824385473	0.949553349866206	1	28	14	20.5884852110925	21.6665583348244
Interval_294	chr1	2255782	2256307	+	526	32.6983146179905	-0.416516667339825	0.975236032488072	-0.427093189201783	0.669311453486016	1	41	26	30.1474247733855	40.2378940503882
Interval_295	chr1	2300602	2301298	+	697	47.4163049871515	-0.344932075419872	0.798478463718634	-0.431986698568514	0.665751080680675	1	58	35	42.6475765086917	54.166395837061
Interval_296	chr1	2391503	2391838	+	336	43.3590106712063	-0.29227015378507	0.848414116330377	-0.344489970356951	0.730477837488292	1	55	32	40.4416673789318	49.5235619081701
Interval_297	chr1	2412548	2412859	+	312	28.85301445742	0.511331192242383	1.07645246056738	0.475015117688403	0.634776197965766	1	36	12	26.470909557119	18.5713357155638
Interval_298	chr1	2546301	2546501	+	201	18.1806874763026	0.926368448357684	1.36898673892863	0.676681827526438	0.498607848897906	1	32	8	23.5296973841058	12.3808904770425
Interval_299	chr1	2546709	2547071	+	363	20.3056225264876	0.926367396486912	1.31803010089763	0.70284236745126	0.482153990729879	1	28	7	20.5884852110925	10.8332791674122
Interval_300	chr1	2556244	2556535	+	292	11.2227971019816	-1.53305115982235	1.75065404843523	-0.875701947619305	0.38119208628906	1	8	11	5.88242434602644	17.0237244059335
Interval_301	chr1	2577981	2578179	+	199	4.62408059618795	1.51132650251771	2.92613814593018	0.516491849374828	0.605510930129969	1	12	2	8.82363651903966	3.09522261926063
Interval_302	chr1	2586382	2586643	+	262	27.5490800220587	-0.114271035145665	1.0971108266835	-0.104156328026676	0.917045290589803	1	35	18	25.7356065138657	27.8570035733457
Interval_303	chr1	2642926	2643331	+	406	25.6741300559011	0.21177289119875	1.14112166949389	0.185583095002196	0.852771711495168	1	39	16	28.6768186868789	24.761780954085
Interval_304	chr1	2653764	2654170	+	407	44.7226112412226	-0.571129664139482	0.918533777244369	-0.621784063132538	0.534083866991764	1	34	24	25.0003034706124	37.1426714311276
Interval_305	chr1	2657993	2658232	+	240	19.5588954353405	-0.614137649896074	4.22542018644078	-0.145343568875545	0.884439616930178	1	22	16	16.1766669515727	24.761780954085
Interval_306	chr1	2659878	2660115	+	238	17.3502362510424	0.449932659676702	1.56652411465834	0.287217193445395	0.77394602223021	1	23	8	16.911969994826	12.3808904770425
Interval_307	chr1	2671775	2672041	+	267	15.3068391412015	-0.488663418991755	1.55931513533693	-0.313383361655221	0.753989423527125	1	15	10	11.0295456487996	15.4761130963031
Interval_308	chr1	2682859	2683072	+	214	11.0680684726051	-0.751652549505074	4.08129098718661	-0.184170291181129	0.853879865006294	1	10	8	7.35303043253305	12.3808904770425
Interval_309	chr1	2683973	2684357	+	385	26.0670213232118	-1.69029622895266	1.21112135892307	-1.39564562749985	0.162821235217706	1	15	23	11.0295456487996	35.5950601214972
Interval_310	chr1	3624492	3625011	+	520	39.1225502191605	0.248298243090659	0.890207389463	0.278921795111632	0.780304841966095	1	70	28	51.4712130277313	43.3331166696488
Interval_311	chr1	3796429	3796785	+	357	25.3617285676442	0.00037191701870843	1.11760583112379	0.000332780134418639	0.999734479873506	1	40	19	29.4121217301322	29.404614882976
Interval_312	chr1	3857149	3857685	+	537	37.5361154357705	0.215875882037272	0.94226770339741	0.22910249524516	0.818789254114792	1	44	18	32.3533339031454	27.8570035733457
Interval_313	chr1	3900395	3901396	+	1002	127.410973828457	0.411795603710721	0.592461130613588	0.695059274663709	0.48701815550717	1	210	75	154.413639083194	116.070848222274
Interval_314	chr1	5992110	5992883	+	774	72.4332681743525	-0.0736308092780601	0.648344267823652	-0.113567456260888	0.909580686539994	1	102	51	75.0009104118371	78.9281767911461
Interval_315	chr1	6028201	6028480	+	280	12.4605796544757	1.80083070409529	1.75042459540474	1.02879650390132	0.303575309942112	1	22	3	16.1766669515727	4.64283392889094
Interval_316	chr1	6199512	6199845	+	334	42.4672415696507	0.385800869557361	0.849852382390191	0.453962214558138	0.649856023153699	1	66	24	48.5300008547181	37.1426714311276
Interval_317	chr1	6348576	6348933	+	358	11.1343041534501	-0.0736283314669791	1.74217497932791	-0.0422623056470385	0.966289594158788	1	12	6	8.82363651903966	9.28566785778189
Interval_318	chr1	6393352	6394071	+	720	40.6007246896109	-0.0497831083928836	0.866161446075683	-0.057475553337586	0.954166379519831	1	61	30	44.8534856384516	46.4283392889094
Interval_319	chr1	6462255	6462475	+	221	6.5036196982691	0.511329389319012	2.43883758750053	0.20966110738151	0.833932182625646	1	6	2	4.41181825951983	3.09522261926063
Interval_320	chr1	6579701	6580055	+	355	29.4348768483469	-0.427265614347446	1.0307700235349	-0.414511098103331	0.678499840987062	1	36	23	26.470909557119	35.5950601214972
Interval_321	chr1	6602657	6603401	+	745	40.2773134505174	-0.571129548302594	0.918429468002889	-0.621854555194649	0.534037509675401	1	34	24	25.0003034706124	37.1426714311276
Interval_322	chr1	6603584	6603760	+	177	8.351809837033	0.148767506513847	1.97134686140611	0.0754649064689379	0.939844818470294	1	14	6	10.2942426055463	9.28566785778189
Interval_323	chr1	6613340	6613731	+	392	56.2014398541894	0.281849804240518	0.734690994918154	0.383630405422237	0.701252400963512	1	87	34	63.9713647630375	52.6187845274307
Interval_324	chr1	6701686	6701975	+	290	18.0790714162601	1.19938502041796	1.40408595130174	0.854210541246424	0.392988343546902	1	29	6	21.3237882543458	9.28566785778189
Interval_325	chr1	6784745	6785436	+	692	136.516707981169	0.078372052538733	0.590365509258279	0.132751746688586	0.894389717051678	1	200	90	147.060608650661	139.285017866728
Interval_326	chr1	7072568	7072962	+	395	8.00622239272251	1.9263644949463	2.09066349710181	0.921412985694126	0.356834851587159	1	24	3	17.6472730380793	4.64283392889094
